transaction_id,transaction_datetime,date,year,month,day,dow,is_weekend,city,store_id,channel,size,variant,topping,payment_method,weather,temperature_c,quantity,list_price_idr,promo_code,discount_pct,unit_price_after_discount,delivery_fee_idr,gross_revenue_idr,rating
TX002607,2024-04-30 11:19:45,2024-04-30,2024,4,30,Tuesday,False,Denpasar,DPS-01,Online-App,Regular,Original,ExtraCoconut,Debit,Rain,28.3,1,27800.0,APP5,0.05,26400.0,12000,38400.0,
TX008196,2024-04-30 12:36:29,2024-04-30,2024,4,30,Tuesday,False,Denpasar,DPS-03,Online-App,Large,Original,None,GoPay,Cloudy,29.2,2,28100.0,PAYDAY20,0.2,22500.0,10000,55000.0,
TX002294,2024-04-30 12:39:55,2024-04-30,2024,4,30,Tuesday,False,Medan,MDN-03,Delivery,Small,Original,None,Credit,Sunny,32.7,1,18400.0,,0.0,18400.0,8000,26400.0,
TX003385,2024-04-30 13:23:59,2024-04-30,2024,4,30,Tuesday,False,Denpasar,DPS-01,Takeaway,Regular,Original,None,OVO,Rain,29.4,3,23800.0,RAINY15,0.15,20200.0,0,60600.0,4.1
TX008606,2024-04-30 13:24:49,2024-04-30,2024,4,30,Tuesday,False,Medan,MDN-03,Dine-in,Large,LessSugar,ExtraAvocado,GoPay,Sunny,36.1,1,31500.0,,0.0,31500.0,0,31500.0,4.7
TX005253,2024-04-30 13:32:42,2024-04-30,2024,4,30,Tuesday,False,Bandung,BDG-01,Dine-in,Small,Special,None,ShopeePay,Sunny,26.3,1,20000.0,,0.0,20000.0,0,20000.0,4.6
TX002837,2024-04-30 14:20:37,2024-04-30,2024,4,30,Tuesday,False,Medan,MDN-01,Dine-in,Regular,Original,None,OVO,Rain,29.8,2,22400.0,PAYDAY20,0.2,17900.0,0,35800.0,
TX008989,2024-04-30 14:30:24,2024-04-30,2024,4,30,Tuesday,False,Denpasar,DPS-01,Dine-in,Regular,Original,ExtraCoconut,OVO,Sunny,33.5,1,27800.0,,0.0,27800.0,0,27800.0,
TX005343,2024-04-30 15:35:38,2024-04-30,2024,4,30,Tuesday,False,Surabaya,SBY-01,Takeaway,Small,Original,ExtraCoconut,QRIS,Cloudy,33.6,2,22500.0,,0.0,22500.0,0,45000.0,5.0
TX005178,2024-04-30 16:11:07,2024-04-30,2024,4,30,Tuesday,False,Bandung,BDG-03,Online-App,Regular,Special,ExtraCoconut,OVO,Sunny,24.1,1,29000.0,,0.0,29000.0,8000,37000.0,
TX008401,2024-04-30 16:14:02,2024-04-30,2024,4,30,Tuesday,False,Surabaya,SBY-06,Delivery,Regular,Original,ExtraCoconut,Cash,Cloudy,30.7,1,26700.0,,0.0,26700.0,12000,38700.0,
TX000269,2024-04-30 16:22:35,2024-04-30,2024,4,30,Tuesday,False,Jakarta,JKT-01,Delivery,Regular,LessSugar,None,GoPay,Sunny,35.1,2,23100.0,PAYDAY20,0.2,18500.0,10000,47000.0,
TX008917,2024-04-30 16:48:22,2024-04-30,2024,4,30,Tuesday,False,Surabaya,SBY-03,Delivery,Regular,Original,CheeseFoam,Credit,Sunny,40.3,4,28700.0,,0.0,28700.0,10000,124800.0,
TX004004,2024-04-30 17:41:04,2024-04-30,2024,4,30,Tuesday,False,Medan,MDN-02,Delivery,Large,Original,None,Debit,Rain,33.4,1,26500.0,RAINY15,0.15,22500.0,8000,30500.0,
TX000613,2024-04-30 17:51:36,2024-04-30,2024,4,30,Tuesday,False,Bandung,BDG-02,Dine-in,Regular,Original,ExtraJackfruit,GoPay,Rain,24.6,3,26000.0,,0.0,26000.0,0,78000.0,5.0
TX006008,2024-04-30 20:15:48,2024-04-30,2024,4,30,Tuesday,False,Medan,MDN-03,Online-App,Large,Original,None,Debit,Sunny,32.3,1,26500.0,,0.0,26500.0,10000,36500.0,
TX007382,2024-05-01 10:20:26,2024-05-01,2024,5,1,Wednesday,False,Surabaya,SBY-05,Takeaway,Large,Original,None,GoPay,Cloudy,32.0,2,26800.0,,0.0,26800.0,0,53600.0,4.2
TX009321,2024-05-01 10:40:16,2024-05-01,2024,5,1,Wednesday,False,Jakarta,JKT-06,Dine-in,Regular,Original,None,OVO,Sunny,35.4,1,23100.0,,0.0,23100.0,0,23100.0,
TX000332,2024-05-01 10:45:07,2024-05-01,2024,5,1,Wednesday,False,Medan,MDN-02,Dine-in,Regular,Original,None,Cash,Sunny,32.6,2,22400.0,PAYDAY20,0.2,17900.0,0,35800.0,3.9
TX000982,2024-05-01 11:22:13,2024-05-01,2024,5,1,Wednesday,False,Surabaya,SBY-01,Takeaway,Large,Original,None,Debit,Sunny,32.4,1,26800.0,,0.0,26800.0,0,26800.0,
TX004618,2024-05-01 12:23:01,2024-05-01,2024,5,1,Wednesday,False,Denpasar,DPS-01,Takeaway,Regular,Original,ExtraJackfruit,ShopeePay,Sunny,30.9,2,27800.0,,0.0,27800.0,0,55600.0,4.6
TX001425,2024-05-01 12:33:39,2024-05-01,2024,5,1,Wednesday,False,Jakarta,JKT-08,Online-App,Regular,Special,None,ShopeePay,Rain,29.4,2,26200.0,RAINY15,0.15,22300.0,10000,54600.0,
TX001016,2024-05-01 12:47:56,2024-05-01,2024,5,1,Wednesday,False,Surabaya,SBY-04,Dine-in,Large,LessSugar,None,GoPay,Cloudy,35.2,1,26800.0,,0.0,26800.0,0,26800.0,4.7
TX002777,2024-05-01 12:58:23,2024-05-01,2024,5,1,Wednesday,False,Jakarta,JKT-02,Delivery,Regular,Original,ExtraCoconut,GoPay,Sunny,36.0,2,27100.0,,0.0,27100.0,10000,64200.0,
TX009814,2024-05-01 13:06:33,2024-05-01,2024,5,1,Wednesday,False,Jakarta,JKT-09,Dine-in,Small,Original,None,Cash,Cloudy,32.3,1,18900.0,,0.0,18900.0,0,18900.0,3.8
TX007785,2024-05-01 13:29:09,2024-05-01,2024,5,1,Wednesday,False,Bandung,BDG-04,Dine-in,Large,Durian,ExtraJackfruit,ShopeePay,Sunny,24.2,1,37000.0,,0.0,37000.0,0,37000.0,
TX001579,2024-05-01 13:49:04,2024-05-01,2024,5,1,Wednesday,False,Bandung,BDG-05,Dine-in,Regular,Original,ExtraAvocado,Debit,Cloudy,24.7,1,27000.0,,0.0,27000.0,0,27000.0,
TX003438,2024-05-01 14:41:22,2024-05-01,2024,5,1,Wednesday,False,Jakarta,JKT-03,Dine-in,Large,Original,None,QRIS,Sunny,34.6,1,27300.0,PAYDAY20,0.2,21800.0,0,21800.0,
TX009290,2024-05-01 14:46:24,2024-05-01,2024,5,1,Wednesday,False,Denpasar,DPS-03,Dine-in,Small,Original,None,Credit,Sunny,28.7,3,19400.0,PAYDAY20,0.2,15500.0,0,46500.0,4.0
TX003858,2024-05-01 14:46:55,2024-05-01,2024,5,1,Wednesday,False,Denpasar,DPS-02,Takeaway,Regular,Special,None,QRIS,Rain,26.7,1,27000.0,,0.0,27000.0,0,27000.0,
TX008905,2024-05-01 15:17:53,2024-05-01,2024,5,1,Wednesday,False,Bandung,BDG-01,Online-App,Regular,Original,ExtraCoconut,OVO,Sunny,26.4,1,26000.0,PAYDAY20,0.2,20800.0,8000,28800.0,
TX007355,2024-05-01 15:44:59,2024-05-01,2024,5,1,Wednesday,False,Surabaya,SBY-04,Online-App,Large,Original,ExtraJackfruit,ShopeePay,Sunny,34.0,4,30800.0,,0.0,30800.0,10000,133200.0,
TX006965,2024-05-01 15:45:41,2024-05-01,2024,5,1,Wednesday,False,Medan,MDN-01,Online-App,Regular,Original,None,Credit,Cloudy,30.0,2,22400.0,,0.0,22400.0,8000,52800.0,
TX009157,2024-05-01 15:50:04,2024-05-01,2024,5,1,Wednesday,False,Surabaya,SBY-04,Online-App,Large,Original,None,QRIS,Cloudy,32.4,1,26800.0,,0.0,26800.0,10000,36800.0,
TX001819,2024-05-01 15:54:10,2024-05-01,2024,5,1,Wednesday,False,Surabaya,SBY-02,Online-App,Regular,Original,None,QRIS,Sunny,31.3,3,22700.0,,0.0,22700.0,10000,78100.0,
TX005239,2024-05-01 16:02:33,2024-05-01,2024,5,1,Wednesday,False,Jakarta,JKT-07,Online-App,Regular,Durian,ExtraAvocado,OVO,Sunny,35.1,2,34400.0,APP5,0.05,32700.0,12000,77400.0,
TX006556,2024-05-01 16:22:24,2024-05-01,2024,5,1,Wednesday,False,Bandung,BDG-03,Takeaway,Large,Original,None,Debit,Sunny,22.7,1,26000.0,,0.0,26000.0,0,26000.0,
TX007921,2024-05-01 16:23:32,2024-05-01,2024,5,1,Wednesday,False,Surabaya,SBY-03,Takeaway,Regular,Original,ExtraAvocado,ShopeePay,Sunny,37.5,1,27700.0,,0.0,27700.0,0,27700.0,3.8
TX009831,2024-05-01 16:30:11,2024-05-01,2024,5,1,Wednesday,False,Jakarta,JKT-06,Dine-in,Regular,Original,None,Debit,Sunny,33.2,1,23100.0,PAYDAY20,0.2,18500.0,0,18500.0,4.8
TX003086,2024-05-01 16:40:14,2024-05-01,2024,5,1,Wednesday,False,Medan,MDN-01,Takeaway,Regular,Special,ExtraJackfruit,Credit,Rain,28.8,1,29500.0,PAYDAY20,0.2,23600.0,0,23600.0,
TX000542,2024-05-01 18:02:05,2024-05-01,2024,5,1,Wednesday,False,Surabaya,SBY-03,Dine-in,Regular,Original,None,Debit,Cloudy,30.9,3,22700.0,PAYDAY20,0.2,18200.0,0,54600.0,
TX008104,2024-05-01 18:21:24,2024-05-01,2024,5,1,Wednesday,False,Denpasar,DPS-03,Dine-in,Regular,Original,None,Credit,Cloudy,25.7,1,23800.0,,0.0,23800.0,0,23800.0,4.0
TX008705,2024-05-01 18:38:06,2024-05-01,2024,5,1,Wednesday,False,Surabaya,SBY-04,Online-App,Regular,Durian,ExtraAvocado,Cash,Cloudy,31.9,1,33800.0,APP5,0.05,32100.0,10000,42100.0,
TX009911,2024-05-01 18:44:57,2024-05-01,2024,5,1,Wednesday,False,Surabaya,SBY-04,Delivery,Regular,Special,None,Debit,Sunny,36.2,1,25800.0,PAYDAY20,0.2,20600.0,10000,30600.0,
TX007048,2024-05-01 18:47:40,2024-05-01,2024,5,1,Wednesday,False,Jakarta,JKT-06,Takeaway,Large,Special,ExtraCoconut,ShopeePay,Rain,27.6,1,34400.0,RAINY15,0.15,29200.0,0,29200.0,
TX004844,2024-05-02 10:03:33,2024-05-02,2024,5,2,Thursday,False,Jakarta,JKT-10,Dine-in,Small,Special,None,Cash,Cloudy,33.3,1,21000.0,,0.0,21000.0,0,21000.0,5.0
TX001306,2024-05-02 10:09:32,2024-05-02,2024,5,2,Thursday,False,Denpasar,DPS-02,Takeaway,Regular,Original,None,OVO,Sunny,34.4,2,23800.0,WEEKEND10,0.1,21400.0,0,42800.0,4.0
TX005977,2024-05-02 11:36:16,2024-05-02,2024,5,2,Thursday,False,Surabaya,SBY-01,Delivery,Regular,Original,CheeseFoam,Credit,Rain,35.0,1,28700.0,RAINY15,0.15,24400.0,10000,34400.0,
TX001280,2024-05-02 12:16:51,2024-05-02,2024,5,2,Thursday,False,Bandung,BDG-01,Dine-in,Regular,Special,None,GoPay,Cloudy,23.7,2,25000.0,,0.0,25000.0,0,50000.0,3.2
TX007603,2024-05-02 12:59:41,2024-05-02,2024,5,2,Thursday,False,Jakarta,JKT-09,Online-App,Large,Original,ExtraAvocado,QRIS,Cloudy,30.5,1,32300.0,,0.0,32300.0,10000,42300.0,
TX000596,2024-05-02 13:06:01,2024-05-02,2024,5,2,Thursday,False,Medan,MDN-03,Takeaway,Small,Durian,None,QRIS,Sunny,32.7,1,23500.0,,0.0,23500.0,0,23500.0,4.3
TX000354,2024-05-02 13:24:38,2024-05-02,2024,5,2,Thursday,False,Bandung,BDG-03,Online-App,Small,Original,CheeseFoam,OVO,Rain,22.0,1,24000.0,,0.0,24000.0,12000,36000.0,
TX001573,2024-05-02 13:53:01,2024-05-02,2024,5,2,Thursday,False,Surabaya,SBY-05,Online-App,Large,Original,None,ShopeePay,Sunny,36.1,4,26800.0,,0.0,26800.0,10000,117200.0,
TX003905,2024-05-02 13:54:37,2024-05-02,2024,5,2,Thursday,False,Denpasar,DPS-03,Delivery,Large,Special,ExtraJackfruit,QRIS,Cloudy,32.4,1,35300.0,,0.0,35300.0,10000,45300.0,
TX005877,2024-05-02 14:25:17,2024-05-02,2024,5,2,Thursday,False,Jakarta,JKT-08,Takeaway,Regular,Durian,ExtraCoconut,OVO,Cloudy,31.9,2,33400.0,,0.0,33400.0,0,66800.0,4.5
TX008064,2024-05-02 15:06:08,2024-05-02,2024,5,2,Thursday,False,Jakarta,JKT-04,Takeaway,Regular,LessSugar,None,Credit,Sunny,34.2,1,23100.0,,0.0,23100.0,0,23100.0,3.8
TX001742,2024-05-02 15:36:14,2024-05-02,2024,5,2,Thursday,False,Surabaya,SBY-03,Takeaway,Small,Durian,None,GoPay,Cloudy,33.0,1,23700.0,,0.0,23700.0,0,23700.0,5.0
TX003714,2024-05-02 16:02:11,2024-05-02,2024,5,2,Thursday,False,Jakarta,JKT-08,Dine-in,Regular,Original,ExtraCoconut,Cash,Sunny,31.1,2,27100.0,,0.0,27100.0,0,54200.0,4.7
TX004337,2024-05-02 16:52:36,2024-05-02,2024,5,2,Thursday,False,Denpasar,DPS-03,Takeaway,Regular,Special,None,GoPay,Sunny,31.3,1,27000.0,,0.0,27000.0,0,27000.0,
TX005222,2024-05-02 17:09:15,2024-05-02,2024,5,2,Thursday,False,Denpasar,DPS-02,Takeaway,Regular,Original,ExtraJackfruit,OVO,Rain,28.9,3,27800.0,,0.0,27800.0,0,83400.0,4.2
TX007473,2024-05-02 19:05:41,2024-05-02,2024,5,2,Thursday,False,Bandung,BDG-01,Online-App,Large,Special,ExtraAvocado,OVO,Sunny,27.2,2,34000.0,,0.0,34000.0,8000,76000.0,
TX002077,2024-05-02 19:15:28,2024-05-02,2024,5,2,Thursday,False,Surabaya,SBY-04,Dine-in,Small,Original,None,GoPay,Rain,34.3,1,18500.0,,0.0,18500.0,0,18500.0,3.7
TX006187,2024-05-02 19:48:56,2024-05-02,2024,5,2,Thursday,False,Jakarta,JKT-09,Dine-in,Regular,Original,ExtraJackfruit,Cash,Rain,29.3,1,27100.0,,0.0,27100.0,0,27100.0,4.2
TX009705,2024-05-02 20:41:40,2024-05-02,2024,5,2,Thursday,False,Surabaya,SBY-05,Dine-in,Regular,Original,ExtraJackfruit,OVO,Sunny,38.7,2,26700.0,,0.0,26700.0,0,53400.0,
TX008889,2024-05-03 10:07:52,2024-05-03,2024,5,3,Friday,False,Surabaya,SBY-01,Online-App,Regular,Durian,CheeseFoam,Debit,Sunny,32.4,2,34800.0,,0.0,34800.0,10000,79600.0,
TX000034,2024-05-03 10:10:27,2024-05-03,2024,5,3,Friday,False,Denpasar,DPS-02,Takeaway,Small,Original,CheeseFoam,GoPay,Sunny,32.5,1,25400.0,,0.0,25400.0,0,25400.0,4.3
TX001208,2024-05-03 10:25:14,2024-05-03,2024,5,3,Friday,False,Jakarta,JKT-09,Online-App,Large,LessSugar,None,OVO,Rain,33.0,1,27300.0,,0.0,27300.0,10000,37300.0,
TX000270,2024-05-03 10:58:24,2024-05-03,2024,5,3,Friday,False,Jakarta,JKT-05,Takeaway,Small,Original,ExtraCoconut,Cash,Cloudy,31.8,1,22900.0,,0.0,22900.0,0,22900.0,5.0
TX004803,2024-05-03 11:18:59,2024-05-03,2024,5,3,Friday,False,Bandung,BDG-05,Dine-in,Regular,Durian,None,QRIS,Cloudy,23.4,2,28000.0,,0.0,28000.0,0,56000.0,5.0
TX001698,2024-05-03 12:50:44,2024-05-03,2024,5,3,Friday,False,Jakarta,JKT-05,Delivery,Regular,Special,None,Debit,Cloudy,28.0,3,26200.0,,0.0,26200.0,10000,88600.0,
TX001360,2024-05-03 13:00:13,2024-05-03,2024,5,3,Friday,False,Jakarta,JKT-09,Takeaway,Regular,Durian,None,QRIS,Cloudy,29.8,1,29400.0,,0.0,29400.0,0,29400.0,
TX006109,2024-05-03 13:10:17,2024-05-03,2024,5,3,Friday,False,Jakarta,JKT-09,Online-App,Regular,Special,None,OVO,Rain,30.5,1,26200.0,,0.0,26200.0,10000,36200.0,
TX006676,2024-05-03 13:20:07,2024-05-03,2024,5,3,Friday,False,Surabaya,SBY-06,Dine-in,Regular,LessSugar,ExtraAvocado,GoPay,Rain,32.3,1,27700.0,RAINY15,0.15,23500.0,0,23500.0,
TX008210,2024-05-03 13:28:59,2024-05-03,2024,5,3,Friday,False,Jakarta,JKT-03,Online-App,Large,Special,None,Debit,Rain,28.4,1,30400.0,,0.0,30400.0,10000,40400.0,
TX008767,2024-05-03 13:30:37,2024-05-03,2024,5,3,Friday,False,Surabaya,SBY-03,Takeaway,Small,LessSugar,None,OVO,Rain,30.7,2,18500.0,RAINY15,0.15,15700.0,0,31400.0,3.8
TX005928,2024-05-03 14:39:23,2024-05-03,2024,5,3,Friday,False,Surabaya,SBY-03,Takeaway,Regular,Original,ExtraCoconut,OVO,Sunny,35.3,1,26700.0,,0.0,26700.0,0,26700.0,3.6
TX001120,2024-05-03 15:03:29,2024-05-03,2024,5,3,Friday,False,Jakarta,JKT-03,Dine-in,Small,Original,None,OVO,Cloudy,28.2,2,18900.0,,0.0,18900.0,0,37800.0,4.3
TX004074,2024-05-03 15:09:44,2024-05-03,2024,5,3,Friday,False,Medan,MDN-03,Dine-in,Regular,LessSugar,None,ShopeePay,Cloudy,29.5,1,22400.0,,0.0,22400.0,0,22400.0,
TX006374,2024-05-03 15:56:34,2024-05-03,2024,5,3,Friday,False,Jakarta,JKT-07,Takeaway,Regular,Durian,ExtraAvocado,OVO,Cloudy,31.8,1,34400.0,,0.0,34400.0,0,34400.0,4.1
TX006928,2024-05-03 16:08:00,2024-05-03,2024,5,3,Friday,False,Jakarta,JKT-05,Online-App,Large,Original,ExtraCoconut,QRIS,Sunny,31.1,2,31300.0,APP5,0.05,29700.0,14000,73400.0,
TX005293,2024-05-03 16:30:04,2024-05-03,2024,5,3,Friday,False,Jakarta,JKT-02,Dine-in,Regular,Special,None,ShopeePay,Sunny,36.9,4,26200.0,,0.0,26200.0,0,104800.0,4.1
TX008603,2024-05-03 17:08:45,2024-05-03,2024,5,3,Friday,False,Jakarta,JKT-08,Dine-in,Regular,Special,ExtraCoconut,Credit,Rain,32.6,2,30200.0,,0.0,30200.0,0,60400.0,
TX006669,2024-05-03 18:11:56,2024-05-03,2024,5,3,Friday,False,Jakarta,JKT-05,Dine-in,Large,Original,None,QRIS,Cloudy,26.5,2,27300.0,,0.0,27300.0,0,54600.0,4.1
TX003103,2024-05-03 18:18:56,2024-05-03,2024,5,3,Friday,False,Jakarta,JKT-01,Takeaway,Small,LessSugar,ExtraJackfruit,OVO,Sunny,34.5,1,22900.0,,0.0,22900.0,0,22900.0,4.0
TX003558,2024-05-03 19:12:47,2024-05-03,2024,5,3,Friday,False,Jakarta,JKT-06,Online-App,Regular,Special,None,Credit,Cloudy,30.5,1,26200.0,,0.0,26200.0,10000,36200.0,
TX001246,2024-05-03 20:18:12,2024-05-03,2024,5,3,Friday,False,Denpasar,DPS-03,Delivery,Regular,Original,None,QRIS,Cloudy,30.6,1,23800.0,,0.0,23800.0,10000,33800.0,
TX005753,2024-05-03 20:37:35,2024-05-03,2024,5,3,Friday,False,Bandung,BDG-04,Takeaway,Large,LessSugar,None,QRIS,Rain,23.2,2,26000.0,,0.0,26000.0,0,52000.0,
TX006679,2024-05-04 09:27:41,2024-05-04,2024,5,4,Saturday,True,Surabaya,SBY-05,Dine-in,Regular,Original,None,QRIS,Rain,32.7,1,22700.0,,0.0,22700.0,0,22700.0,4.0
TX004696,2024-05-04 09:46:38,2024-05-04,2024,5,4,Saturday,True,Denpasar,DPS-01,Takeaway,Regular,Durian,None,Credit,Rain,29.4,1,30200.0,RAINY15,0.15,25700.0,0,25700.0,
TX009850,2024-05-04 09:59:23,2024-05-04,2024,5,4,Saturday,True,Jakarta,JKT-02,Dine-in,Large,Original,ExtraCoconut,ShopeePay,Cloudy,28.6,1,31300.0,WEEKEND10,0.1,28200.0,0,28200.0,4.8
TX005070,2024-05-04 11:48:10,2024-05-04,2024,5,4,Saturday,True,Jakarta,JKT-01,Dine-in,Regular,Special,None,OVO,Cloudy,32.7,3,26200.0,WEEKEND10,0.1,23600.0,0,70800.0,4.5
TX008859,2024-05-04 12:19:16,2024-05-04,2024,5,4,Saturday,True,Medan,MDN-01,Takeaway,Regular,Durian,None,Credit,Cloudy,28.7,1,28600.0,WEEKEND10,0.1,25700.0,0,25700.0,5.0
TX004932,2024-05-04 12:26:28,2024-05-04,2024,5,4,Saturday,True,Jakarta,JKT-07,Dine-in,Regular,Durian,None,OVO,Cloudy,27.6,1,29400.0,,0.0,29400.0,0,29400.0,
TX004303,2024-05-04 12:26:31,2024-05-04,2024,5,4,Saturday,True,Surabaya,SBY-01,Takeaway,Large,Original,None,GoPay,Sunny,34.0,2,26800.0,,0.0,26800.0,0,53600.0,4.2
TX006885,2024-05-04 13:20:55,2024-05-04,2024,5,4,Saturday,True,Medan,MDN-01,Takeaway,Small,LessSugar,None,QRIS,Sunny,32.0,1,18400.0,,0.0,18400.0,0,18400.0,4.2
TX002103,2024-05-04 13:41:51,2024-05-04,2024,5,4,Saturday,True,Denpasar,DPS-02,Dine-in,Regular,Original,CheeseFoam,ShopeePay,Cloudy,32.5,1,29800.0,,0.0,29800.0,0,29800.0,
TX000098,2024-05-04 14:23:41,2024-05-04,2024,5,4,Saturday,True,Jakarta,JKT-04,Takeaway,Regular,Original,None,OVO,Cloudy,33.6,1,23100.0,,0.0,23100.0,0,23100.0,4.7
TX001193,2024-05-04 15:28:52,2024-05-04,2024,5,4,Saturday,True,Denpasar,DPS-02,Online-App,Small,Original,None,Cash,Sunny,32.2,1,19400.0,,0.0,19400.0,10000,29400.0,
TX002434,2024-05-04 15:47:50,2024-05-04,2024,5,4,Saturday,True,Denpasar,DPS-03,Takeaway,Regular,Original,None,Cash,Sunny,33.2,1,23800.0,,0.0,23800.0,0,23800.0,
TX002535,2024-05-04 16:14:26,2024-05-04,2024,5,4,Saturday,True,Surabaya,SBY-05,Dine-in,Regular,Special,None,Credit,Rain,29.4,2,25800.0,RAINY15,0.15,21900.0,0,43800.0,3.7
TX007278,2024-05-04 16:27:46,2024-05-04,2024,5,4,Saturday,True,Bandung,BDG-03,Delivery,Regular,LessSugar,None,Cash,Rain,21.0,4,22000.0,RAINY15,0.15,18700.0,8000,82800.0,
TX006951,2024-05-04 16:27:59,2024-05-04,2024,5,4,Saturday,True,Surabaya,SBY-02,Dine-in,Regular,Special,ExtraAvocado,ShopeePay,Sunny,32.9,2,30800.0,WEEKEND10,0.1,27700.0,0,55400.0,5.0
TX002449,2024-05-04 16:28:12,2024-05-04,2024,5,4,Saturday,True,Surabaya,SBY-04,Dine-in,Large,Special,None,ShopeePay,Sunny,33.4,2,29900.0,,0.0,29900.0,0,59800.0,
TX006042,2024-05-04 16:36:36,2024-05-04,2024,5,4,Saturday,True,Bandung,BDG-03,Takeaway,Regular,Original,None,OVO,Cloudy,25.8,1,22000.0,,0.0,22000.0,0,22000.0,4.5
TX005481,2024-05-04 18:07:11,2024-05-04,2024,5,4,Saturday,True,Medan,MDN-03,Delivery,Small,Original,ExtraCoconut,QRIS,Cloudy,30.2,2,22400.0,,0.0,22400.0,8000,52800.0,
TX001655,2024-05-04 19:19:13,2024-05-04,2024,5,4,Saturday,True,Jakarta,JKT-04,Takeaway,Regular,Original,CheeseFoam,QRIS,Rain,27.0,1,29100.0,,0.0,29100.0,0,29100.0,
TX007249,2024-05-04 19:27:14,2024-05-04,2024,5,4,Saturday,True,Medan,MDN-03,Takeaway,Regular,Special,CheeseFoam,QRIS,Cloudy,31.5,2,31500.0,,0.0,31500.0,0,63000.0,3.7
TX003139,2024-05-04 20:50:29,2024-05-04,2024,5,4,Saturday,True,Jakarta,JKT-04,Dine-in,Small,Original,None,Credit,Sunny,33.8,2,18900.0,,0.0,18900.0,0,37800.0,
TX001891,2024-05-04 21:11:32,2024-05-04,2024,5,4,Saturday,True,Denpasar,DPS-03,Dine-in,Regular,Special,None,GoPay,Cloudy,29.8,1,27000.0,WEEKEND10,0.1,24300.0,0,24300.0,4.5
TX005665,2024-05-05 09:18:35,2024-05-05,2024,5,5,Sunday,True,Surabaya,SBY-02,Dine-in,Regular,Original,ExtraCoconut,GoPay,Sunny,34.3,1,26700.0,,0.0,26700.0,0,26700.0,
TX006859,2024-05-05 10:12:42,2024-05-05,2024,5,5,Sunday,True,Surabaya,SBY-01,Dine-in,Regular,Original,None,GoPay,Cloudy,33.1,4,22700.0,,0.0,22700.0,0,90800.0,
TX000766,2024-05-05 12:00:25,2024-05-05,2024,5,5,Sunday,True,Bandung,BDG-03,Takeaway,Regular,Original,None,Credit,Rain,20.9,1,22000.0,WEEKEND10,0.1,19800.0,0,19800.0,
TX001747,2024-05-05 13:46:57,2024-05-05,2024,5,5,Sunday,True,Bandung,BDG-04,Dine-in,Small,LessSugar,ExtraJackfruit,OVO,Sunny,29.5,2,22000.0,WEEKEND10,0.1,19800.0,0,39600.0,
TX005262,2024-05-05 14:16:39,2024-05-05,2024,5,5,Sunday,True,Denpasar,DPS-02,Dine-in,Small,LessSugar,ExtraAvocado,ShopeePay,Cloudy,28.8,3,24400.0,,0.0,24400.0,0,73200.0,4.4
TX006705,2024-05-05 14:58:44,2024-05-05,2024,5,5,Sunday,True,Bandung,BDG-02,Takeaway,Regular,Original,None,Cash,Sunny,24.4,3,22000.0,,0.0,22000.0,0,66000.0,4.6
TX007943,2024-05-05 14:59:40,2024-05-05,2024,5,5,Sunday,True,Bandung,BDG-05,Delivery,Large,Special,None,Cash,Cloudy,23.8,1,29000.0,,0.0,29000.0,8000,37000.0,
TX009342,2024-05-05 15:00:37,2024-05-05,2024,5,5,Sunday,True,Jakarta,JKT-07,Takeaway,Regular,Original,None,QRIS,Sunny,31.8,5,23100.0,,0.0,23100.0,0,115500.0,4.7
TX008015,2024-05-05 15:21:32,2024-05-05,2024,5,5,Sunday,True,Denpasar,DPS-01,Online-App,Large,Durian,ExtraJackfruit,Credit,Sunny,26.6,1,39600.0,,0.0,39600.0,10000,49600.0,
TX001426,2024-05-05 15:28:43,2024-05-05,2024,5,5,Sunday,True,Jakarta,JKT-08,Dine-in,Large,Original,None,Debit,Sunny,33.8,2,27300.0,,0.0,27300.0,0,54600.0,3.7
TX004928,2024-05-05 15:41:49,2024-05-05,2024,5,5,Sunday,True,Bandung,BDG-01,Takeaway,Regular,Special,None,GoPay,Cloudy,24.7,1,25000.0,WEEKEND10,0.1,22500.0,0,22500.0,4.5
TX001609,2024-05-05 16:30:54,2024-05-05,2024,5,5,Sunday,True,Jakarta,JKT-03,Takeaway,Large,Original,ExtraAvocado,QRIS,Cloudy,30.5,3,32300.0,,0.0,32300.0,0,96900.0,
TX002185,2024-05-05 16:52:47,2024-05-05,2024,5,5,Sunday,True,Surabaya,SBY-04,Dine-in,Small,Original,None,QRIS,Cloudy,33.3,1,18500.0,WEEKEND10,0.1,16600.0,0,16600.0,3.7
TX007394,2024-05-05 17:07:40,2024-05-05,2024,5,5,Sunday,True,Denpasar,DPS-01,Dine-in,Large,Durian,None,OVO,Rain,32.1,1,35600.0,RAINY15,0.15,30300.0,0,30300.0,4.9
TX001593,2024-05-05 17:16:47,2024-05-05,2024,5,5,Sunday,True,Jakarta,JKT-03,Dine-in,Large,Original,None,QRIS,Sunny,30.7,1,27300.0,,0.0,27300.0,0,27300.0,4.4
TX003924,2024-05-05 17:24:38,2024-05-05,2024,5,5,Sunday,True,Surabaya,SBY-06,Delivery,Regular,Special,ExtraAvocado,Cash,Cloudy,34.3,3,30800.0,,0.0,30800.0,10000,102400.0,
